Source	Site	alt	cont	Treat	Block	Plot	uIDS	IDS	trans	size	flo.if	flo.no	cloning	clonesNext	surv	offspringNext	stage	stageNext	sizeNext
Skj	Skj	1	4	TT1	Skj_1	238	238.3	3	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Skj	Skj	1	4	TT1	Skj_2	241	241.1	1	09_10	5,471593594	0	NA	0	NA	1	NA	continuous	continuous	5,127615448
Skj	Skj	1	4	TT1	Skj_2	241	241.10	10	09_10	5,643582667	0	NA	0	NA	1	NA	continuous	continuous	5,299604521
Skj	Skj	1	4	TT1	Skj_2	241	241.11	11	09_10	5,987560813	0	NA	0	NA	1	NA	continuous	continuous	5,987560813
Skj	Skj	1	4	TT1	Skj_2	241	241.12	12	09_10	5,473748277	0	NA	0	NA	1	NA	continuous	continuous	5,301759204
Skj	Skj	1	4	TT1	Skj_2	241	241.13	13	09_10	4,61164823	0	NA	1	1	1	NA	continuous	continuous	5,127615448
Skj	Skj	1	4	TT1	Skj_2	241	241.14	14	09_10	5,64573735	0	NA	0	NA	1	NA	continuous	continuous	4,955626376
Skj	Skj	1	4	TT1	Skj_2	241	241.15	15	09_10	5,64573735	0	NA	0	NA	1	NA	continuous	continuous	5,127615448
Skj	Skj	1	4	TT1	Skj_2	241	241.16	16	09_10	4,439659157	0	NA	0	NA	1	NA	continuous	continuous	5,299604521
Skj	Skj	1	4	TT1	Skj_2	241	241.17	17	09_10	4,265515402	0	NA	0	NA	0	NA	continuous	dead	NA
Skj	Skj	1	4	TT1	Skj_2	241	241.18	18	09_10	5,81557174	0	NA	0	NA	1	NA	continuous	continuous	5,131924813
Skj	Skj	1	4	TT1	Skj_2	241	241.19	19	09_10	4,783637303	0	NA	1	1	1	NA	continuous	continuous	5,127615448
Skj	Skj	1	4	TT1	Skj_2	241	241.2	2	09_10	4,437504474	0	NA	0	NA	0	NA	continuous	dead	NA
Skj	Skj	1	4	TT1	Skj_2	241	241.20	20	09_10	4,095681011	0	NA	0	NA	0	NA	continuous	dead	NA
Skj	Skj	1	4	TT1	Skj_2	241	241.21	21	09_10	5,127615448	0	NA	1	1	1	NA	continuous	continuous	5,125460766
Skj	Skj	1	4	TT1	Skj_2	241	241.22	22	09_10	5,81557174	0	NA	0	NA	1	NA	continuous	continuous	5,127615448
Skj	Skj	1	4	TT1	Skj_2	241	241.23	23	09_10	4,609493547	0	NA	0	NA	0	NA	continuous	dead	NA
Skj	Skj	1	4	TT1	Skj_2	241	241.3	3	09_10	4,437504474	0	NA	1	2	1	NA	continuous	continuous	3,749548183
Skj	Skj	1	4	TT1	Skj_2	241	241.4	4	09_10	5,301759204	0	NA	0	NA	1	NA	continuous	continuous	5,473748277
Skj	Skj	1	4	TT1	Skj_2	241	241.5	5	09_10	6,161704568	0	NA	0	NA	1	NA	continuous	continuous	5,127615448
Skj	Skj	1	4	TT1	Skj_2	241	241.6	6	09_10	5,989715495	0	NA	0	NA	1	NA	continuous	continuous	5,987560813
Skj	Skj	1	4	TT1	Skj_2	241	241.7	7	09_10	5,647892032	0	NA	0	NA	0	NA	continuous	dead	NA
Skj	Skj	1	4	TT1	Skj_2	241	241.8	8	09_10	4,78148262	0	NA	0	NA	1	NA	continuous	continuous	5,127615448
Skj	Skj	1	4	TT1	Skj_2	241	241.9	9	09_10	5,125460766	0	NA	0	NA	1	NA	continuous	continuous	5,127615448
Skj	Skj	1	4	TT1	Skj_2	241	241.24	24	09_10	4,4375	NA	NA	NA	NA	NA	clonal	NA	continuous	4,265515402
Skj	Skj	1	4	TT1	Skj_2	241	241.25	25	09_10	4,7836	NA	NA	NA	NA	NA	clonal	NA	continuous	4,095681011
Skj	Skj	1	4	TT1	Skj_2	241	241.26	26	09_10	4,4375	NA	NA	NA	NA	NA	clonal	NA	continuous	4,093526329
Skj	Skj	1	4	TT1	Skj_2	241	241.27	27	09_10	4,6116	NA	NA	NA	NA	NA	clonal	NA	continuous	3,749548183
Skj	Skj	1	4	TT1	Skj_2	241	241.28	28	09_10	5,1276	NA	NA	NA	NA	NA	clonal	NA	continuous	4,267670084
Skj	Skj	1	4	TT1	Skj_2	241	241.29	29	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Skj	Skj	1	4	TT1	Skj_2	241	241.30	30	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Skj	Skj	1	4	TT1	Skj_2	241	241.31	31	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Skj	Skj	1	4	TT1	Skj_2	241	241.32	32	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Skj	Skj	1	4	TT1	Skj_2	241	241.33	33	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Skj	Skj	1	4	TT1	Skj_2	241	241.34	34	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Skj	Skj	1	4	TT1	Skj_2	241	241.35	35	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Skj	Skj	1	4	TT1	Skj_2	241	241.37	37	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Skj	Skj	1	4	TT1	Skj_3	248	248.1	1	09_10	5,989715495	0	NA	0	NA	1	NA	continuous	continuous	4,439659157
Skj	Skj	1	4	TT1	Skj_3	248	248.2	2	09_10	5,301759204	0	NA	1	1	1	NA	continuous	continuous	5,127615448
Skj	Skj	1	4	TT1	Skj_3	248	248.3	3	09_10	6,159549886	0	NA	1	1	1	NA	continuous	continuous	6,333693641
Skj	Skj	1	4	TT1	Skj_3	248	248.4	4	09_10	4,437504474	0	NA	0	NA	1	NA	continuous	continuous	4,437504474
Skj	Skj	1	4	TT1	Skj_3	248	248.5	5	09_10	5,64573735	0	NA	0	NA	1	NA	continuous	continuous	5,301759204
Skj	Skj	1	4	TT1	Skj_3	248	248.6	6	09_10	3,921537256	0	NA	0	NA	0	NA	continuous	dead	NA
Skj	Skj	1	4	TT1	Skj_3	248	248.10	10	09_10	5,3018	NA	NA	NA	NA	NA	clonal	NA	continuous	3,921537256
Skj	Skj	1	4	TT1	Skj_3	248	248.7	7	09_10	6,1595	NA	NA	NA	NA	NA	clonal	NA	continuous	4,609493547
Skj	Skj	1	4	TT1	Skj_3	248	248.8	8	09_10	NA	NA	NA	NA	NA	NA	sexual	NA	continuous	3,234425556
Skj	Skj	1	4	TT1	Skj_3	248	248.9	9	09_10	NA	NA	NA	NA	NA	NA	sexual	NA	continuous	3,234425556
Skj	Skj	1	4	TT1	Skj_3	248	248.11	11	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Skj	Skj	1	4	TT1	Skj_3	248	248.12	12	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Skj	Skj	1	4	TT1	Skj_4	253	253.1	1	09_10	4,267670084	0	NA	1	2	1	NA	continuous	continuous	4,439659157
Skj	Skj	1	4	TT1	Skj_4	253	253.2	2	09_10	4,093526329	0	NA	1	2	1	NA	continuous	continuous	4,093526329
Skj	Skj	1	4	TT1	Skj_4	253	253.3	3	09_10	3,749548183	0	NA	0	NA	1	NA	continuous	continuous	3,921537256
Skj	Skj	1	4	TT1	Skj_4	253	253.4	4	09_10	4,2677	NA	NA	NA	NA	NA	clonal	NA	continuous	3,57755911
Skj	Skj	1	4	TT1	Skj_4	253	253.5	5	09_10	4,2677	NA	NA	NA	NA	NA	clonal	NA	continuous	5,125460766
Skj	Skj	1	4	TT1	Skj_4	253	253.6	6	09_10	4,0935	NA	NA	NA	NA	NA	clonal	NA	continuous	5,473748277
Skj	Skj	1	4	TT1	Skj_4	253	253.7	7	09_10	4,0935	NA	NA	NA	NA	NA	clonal	NA	continuous	4,093526329
Skj	Skj	1	4	TT1	Skj_4	253	253.10	10	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Skj	Skj	1	4	TT1	Skj_4	253	253.8	8	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Skj	Skj	1	4	TT1	Skj_4	253	253.9	9	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Skj	Skj	1	4	TT1	Skj_4	253	253.11	11	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Skj	Skj	1	4	TT1	Skj_4	253	253.13	13	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Skj	Ves	2	4	TT2	Ves_2	242	242.1	1	09_10	5,301759204	0	NA	0	NA	1	NA	continuous	continuous	6,159549886
Skj	Ves	2	4	TT2	Ves_2	242	242.18	18	09_10	6,507837396	0	NA	1	1	1	NA	continuous	continuous	5,987560813
Skj	Ves	2	4	TT2	Ves_2	242	242.19	19	09_10	5,471593594	0	NA	1	1	1	NA	continuous	continuous	4,953471693
Skj	Ves	2	4	TT2	Ves_2	242	242.2	2	09_10	5,473748277	0	NA	1	1	0	NA	continuous	dead	NA
Skj	Ves	2	4	TT2	Ves_2	242	242.20	20	09_10	5,301759204	0	NA	1	1	1	NA	continuous	continuous	5,471593594
Skj	Ves	2	4	TT2	Ves_2	242	242.21	21	09_10	5,819881105	0	NA	0	NA	1	NA	continuous	continuous	5,64573735
Skj	Ves	2	4	TT2	Ves_2	242	242.22	22	09_10	5,125460766	0	NA	0	NA	1	NA	continuous	continuous	5,301759204
Skj	Ves	2	4	TT2	Ves_2	242	242.23	23	09_10	3,921537256	0	NA	0	NA	1	NA	continuous	continuous	4,78148262
Skj	Ves	2	4	TT2	Ves_2	242	242.24	24	09_10	5,127615448	0	NA	0	NA	1	NA	continuous	continuous	4,955626376
Skj	Ves	2	4	TT2	Ves_2	242	242.25	25	09_10	5,131924813	0	NA	1	2	1	NA	continuous	continuous	5,127615448
Skj	Ves	2	4	TT2	Ves_2	242	242.26	26	09_10	5,211455302	0	NA	0	NA	0	NA	continuous	dead	NA
Skj	Ves	2	4	TT2	Ves_2	242	242.27	27	09_10	5,301759204	0	NA	0	NA	1	NA	continuous	continuous	5,64573735
Skj	Ves	2	4	TT2	Ves_2	242	242.28	28	09_10	4,783637303	0	NA	1	1	1	NA	continuous	continuous	4,783637303
Skj	Ves	2	4	TT2	Ves_2	242	242.29	29	09_10	4,437504474	0	NA	0	NA	0	NA	continuous	dead	NA
Skj	Ves	2	4	TT2	Ves_2	242	242.3	3	09_10	4,093526329	0	NA	0	NA	1	NA	continuous	continuous	3,921537256
Skj	Ves	2	4	TT2	Ves_2	242	242.30	30	09_10	4,267670084	0	NA	1	1	1	NA	continuous	continuous	4,957781058
Skj	Ves	2	4	TT2	Ves_2	242	242.31	31	09_10	4,953471693	0	NA	0	NA	1	NA	continuous	continuous	4,093526329
Skj	Ves	2	4	TT2	Ves_2	242	242.4	4	09_10	5,64573735	0	NA	0	NA	1	NA	continuous	continuous	5,81557174
Skj	Ves	2	4	TT2	Ves_2	242	242.5	5	09_10	4,953471693	0	NA	0	NA	0	NA	continuous	dead	NA
Skj	Ves	2	4	TT2	Ves_2	242	242.6	6	09_10	5,643582667	0	NA	1	1	1	NA	continuous	continuous	5,989715495
Skj	Ves	2	4	TT2	Ves_2	242	242.32	32	09_10	5,1319	NA	NA	NA	NA	NA	clonal	NA	continuous	4,269824767
Skj	Ves	2	4	TT2	Ves_2	242	242.33	33	09_10	4,7836	NA	NA	NA	NA	NA	clonal	NA	continuous	4,955626376
Skj	Ves	2	4	TT2	Ves_2	242	242.34	34	09_10	5,3018	NA	NA	NA	NA	NA	clonal	NA	continuous	4,437504474
Skj	Ves	2	4	TT2	Ves_2	242	242.35	35	09_10	5,1319	NA	NA	NA	NA	NA	clonal	NA	continuous	4,093526329
Skj	Ves	2	4	TT2	Ves_2	242	242.36	36	09_10	5,6436	NA	NA	NA	NA	NA	clonal	NA	continuous	5,643582667
Skj	Ves	2	4	TT2	Ves_2	242	242.37	37	09_10	5,4737	NA	NA	NA	NA	NA	clonal	NA	continuous	5,299604521
Skj	Ves	2	4	TT2	Ves_2	242	242.38	38	09_10	5,4716	NA	NA	NA	NA	NA	clonal	NA	continuous	4,265515402
Skj	Ves	2	4	TT2	Ves_2	242	242.39	39	09_10	6,5078	NA	NA	NA	NA	NA	clonal	NA	continuous	5,643582667
Skj	Ves	2	4	TT2	Ves_2	242	242.40	40	09_10	4,2677	NA	NA	NA	NA	NA	clonal	NA	continuous	5,989715495
Skj	Ves	2	4	TT2	Ves_2	242	242.41	41	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Skj	Ves	2	4	TT2	Ves_2	242	242.42	42	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Skj	Ves	2	4	TT2	Ves_2	242	242.43	43	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Skj	Ves	2	4	TT2	Ves_2	242	242.49	49	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Skj	Ves	2	4	TT2	Ves_2	242	242.50	50	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Skj	Ves	2	4	TT2	Ves_2	242	242.51	51	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Skj	Ves	2	4	TT2	Ves_2	242	242.54	54	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Skj	Ves	2	4	TT2	Ves_1	247	247.1	1	09_10	5,473748277	0	NA	0	NA	1	NA	continuous	continuous	4,955626376
Skj	Ves	2	4	TT2	Ves_1	247	247.2	2	09_10	4,437504474	0	NA	0	NA	1	NA	continuous	continuous	4,267670084
Skj	Ves	2	4	TT2	Ves_1	247	247.3	3	09_10	3,921537256	0	NA	0	NA	1	NA	continuous	continuous	4,093526329
Skj	Ves	2	4	TT2	Ves_1	247	247.4	4	09_10	4,093526329	0	NA	0	NA	1	NA	continuous	continuous	4,265515402
Skj	Ves	2	4	TT2	Ves_1	247	247.5	5	09_10	3,57755911	0	NA	0	NA	0	NA	continuous	dead	NA
Skj	Ves	2	4	TT2	Ves_1	247	247.6	6	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Skj	Ves	2	4	TT2	Ves_5	252	252.1	1	09_10	5,643582667	0	NA	0	NA	1	NA	continuous	continuous	5,64573735
Skj	Ves	2	4	TT2	Ves_5	252	252.2	2	09_10	5,127615448	0	NA	0	NA	1	NA	continuous	continuous	4,61164823
Skj	Ves	2	4	TT2	Ves_5	252	252.3	3	09_10	4,78148262	0	NA	0	NA	1	NA	continuous	continuous	5,125460766
Ves	Ovs	3	4	TT2	Ovs_4	261	261.1	1	09_10	5,469438912	0	NA	1	1	1	NA	continuous	continuous	5,125460766
Ves	Ovs	3	4	TT2	Ovs_4	261	261.10	10	09_10	4,439659157	0	NA	1	1	0	NA	continuous	dead	NA
Ves	Ovs	3	4	TT2	Ovs_4	261	261.11	11	09_10	4,437504474	0	NA	0	NA	0	NA	continuous	dead	NA
Ves	Ovs	3	4	TT2	Ovs_4	261	261.12	12	09_10	3,749548183	0	NA	0	NA	0	NA	continuous	dead	NA
Ves	Ovs	3	4	TT2	Ovs_4	261	261.13	13	09_10	5,641427984	0	NA	1	1	0	NA	continuous	dead	NA
Ves	Ovs	3	4	TT2	Ovs_4	261	261.2	2	09_10	5,250642067	0	NA	0	NA	0	NA	continuous	dead	NA
Ves	Ovs	3	4	TT2	Ovs_4	261	261.3	3	09_10	5,297449839	0	NA	0	NA	0	NA	continuous	dead	NA
Ves	Ovs	3	4	TT2	Ovs_4	261	261.4	4	09_10	4,78148262	0	NA	0	NA	1	NA	continuous	continuous	5,643582667
Ves	Ovs	3	4	TT2	Ovs_4	261	261.5	5	09_10	5,117202201	0	NA	0	NA	1	NA	continuous	continuous	5,813417057
Ves	Ovs	3	4	TT2	Ovs_4	261	261.6	6	09_10	6,157395203	0	NA	0	NA	0	NA	continuous	dead	NA
Ves	Ovs	3	4	TT2	Ovs_4	261	261.7	7	09_10	5,471593594	0	NA	0	NA	1	NA	continuous	continuous	6,503528031
Ves	Ovs	3	4	TT2	Ovs_4	261	261.8	8	09_10	4,265515402	0	NA	0	NA	1	NA	continuous	continuous	4,609493547
Ves	Ovs	3	4	TT2	Ovs_4	261	261.9	9	09_10	3,749548183	0	NA	0	NA	0	NA	continuous	dead	NA
Ves	Ovs	3	4	TT2	Ovs_4	261	261.14	14	09_10	4,4397	NA	NA	NA	NA	NA	clonal	NA	continuous	4,953471693
Ves	Ovs	3	4	TT2	Ovs_4	261	261.15	15	09_10	5,4694	NA	NA	NA	NA	NA	clonal	NA	continuous	5,299604521
Ves	Ovs	3	4	TT2	Ovs_4	261	261.16	16	09_10	5,6414	NA	NA	NA	NA	NA	clonal	NA	continuous	4,265515402
Ves	Ovs	3	4	TT2	Ovs_4	261	261.17	17	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ves	Ovs	3	4	TT2	Ovs_4	261	261.18	18	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ves	Ovs	3	4	TT2	Ovs_4	261	261.19	19	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ves	Ovs	3	4	TT2	Ovs_4	261	261.20	20	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ves	Ovs	3	4	TT2	Ovs_1	266	266.1	1	09_10	4,267670084	0	NA	0	NA	1	NA	continuous	continuous	5,471593594
Ves	Ovs	3	4	TT2	Ovs_1	266	266.2	2	09_10	4,61164823	0	NA	0	NA	1	NA	continuous	continuous	6,333693641
Ves	Ovs	3	4	TT2	Ovs_1	266	266.3	3	09_10	5,127615448	0	NA	1	2	1	NA	continuous	continuous	5,473748277
Ves	Ovs	3	4	TT2	Ovs_1	266	266.4	4	09_10	5,471593594	0	NA	0	NA	1	NA	continuous	continuous	6,161704568
Ves	Ovs	3	4	TT2	Ovs_1	266	266.5	5	09_10	4,78148262	0	NA	0	NA	1	NA	continuous	continuous	5,989715495
Ves	Ovs	3	4	TT2	Ovs_1	266	266.6	6	09_10	4,783637303	0	NA	0	NA	1	NA	continuous	continuous	4,265515402
Ves	Ovs	3	4	TT2	Ovs_1	266	266.7	7	09_10	3,921537256	0	NA	0	NA	1	NA	continuous	continuous	4,957781058
Ves	Ovs	3	4	TT2	Ovs_1	266	266.8	8	09_10	5,1276	NA	NA	NA	NA	NA	clonal	NA	continuous	5,991870178
Ves	Ovs	3	4	TT2	Ovs_1	266	266.9	9	09_10	5,1276	NA	NA	NA	NA	NA	clonal	NA	continuous	5,127615448
Ves	Ovs	3	4	TT2	Ovs_1	266	266.10	10	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ves	Ovs	3	4	TT2	Ovs_1	266	266.11	11	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ves	Ovs	3	4	TT2	Ovs_1	266	266.12	12	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ves	Ovs	3	4	TT2	Ovs_1	266	266.13	13	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ves	Ovs	3	4	TT2	Ovs_3	278	278.1	1	09_10	4,439659157	0	NA	0	NA	1	NA	continuous	continuous	5,127615448
Ves	Ovs	3	4	TT2	Ovs_3	278	278.10	10	09_10	3,749548183	0	NA	0	NA	1	NA	continuous	continuous	5,301759204
Ves	Ovs	3	4	TT2	Ovs_3	278	278.11	11	09_10	4,181675548	0	NA	0	NA	0	NA	continuous	dead	NA
Ves	Ovs	3	4	TT2	Ovs_3	278	278.2	2	09_10	3,921537256	0	NA	0	NA	1	NA	continuous	continuous	5,301759204
Ves	Ovs	3	4	TT2	Ovs_3	278	278.3	3	09_10	5,127615448	0	NA	1	1	1	NA	continuous	continuous	5,81557174
Ves	Ovs	3	4	TT2	Ovs_3	278	278.4	4	09_10	4,613802912	0	NA	0	NA	0	NA	continuous	dead	NA
Ves	Ovs	3	4	TT2	Ovs_3	278	278.5	5	09_10	4,095681011	0	NA	0	NA	1	NA	continuous	continuous	5,643582667
Ves	Ovs	3	4	TT2	Ovs_3	278	278.6	6	09_10	4,955626376	0	NA	0	NA	1	NA	continuous	continuous	5,301759204
Ves	Ovs	3	4	TT2	Ovs_3	278	278.7	7	09_10	4,609493547	0	NA	0	NA	1	NA	continuous	continuous	4,609493547
Ves	Ovs	3	4	TT2	Ovs_3	278	278.8	8	09_10	4,957781058	0	NA	0	NA	0	NA	continuous	dead	NA
Ves	Ovs	3	4	TT2	Ovs_3	278	278.9	9	09_10	4,437504474	0	NA	0	NA	1	NA	continuous	continuous	3,921537256
Ves	Ovs	3	4	TT2	Ovs_3	278	278.12	12	09_10	5,1276	NA	NA	NA	NA	NA	clonal	NA	continuous	4,093526329
Ves	Ovs	3	4	TT2	Ovs_3	278	278.13	13	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ves	Ovs	3	4	TT2	Ovs_3	278	278.14	14	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ves	Ovs	3	4	TT2	Ovs_3	278	278.15	15	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ves	Ovs	3	4	TT2	Ovs_3	278	278.16	16	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ves	Ovs	3	4	TT2	Ovs_5	285	285.1	1	09_10	4,437504474	0	NA	0	NA	1	NA	continuous	continuous	5,469438912
Ves	Ovs	3	4	TT2	Ovs_5	285	285.10	10	09_10	4,265515402	0	NA	0	NA	1	NA	continuous	continuous	4,609493547
Ves	Ovs	3	4	TT2	Ovs_5	285	285.2	2	09_10	5,127615448	0	NA	0	NA	1	NA	continuous	continuous	5,471593594
Ves	Ovs	3	4	TT2	Ovs_5	285	285.3	3	09_10	5,297449839	0	NA	0	NA	1	NA	continuous	continuous	4,955626376
Ves	Ovs	3	4	TT2	Ovs_5	285	285.4	4	09_10	3,923691938	0	NA	0	NA	1	NA	continuous	continuous	4,439659157
Ves	Ovs	3	4	TT2	Ovs_5	285	285.5	5	09_10	3,921537256	0	NA	0	NA	0	NA	continuous	dead	NA
Ves	Ovs	3	4	TT2	Ovs_5	285	285.6	6	09_10	3,749548183	0	NA	0	NA	1	NA	continuous	continuous	4,093526329
Ves	Ovs	3	4	TT2	Ovs_5	285	285.7	7	09_10	4,955626376	0	NA	0	NA	1	NA	continuous	continuous	5,297449839
Ves	Ovs	3	4	TT2	Ovs_5	285	285.8	8	09_10	4,957781058	0	NA	0	NA	1	NA	continuous	continuous	5,473748277
Ves	Ovs	3	4	TT2	Ovs_5	285	285.9	9	09_10	4,093526329	0	NA	0	NA	1	NA	continuous	continuous	3,749548183
Ves	Ovs	3	4	TT2	Ovs_5	285	285.11	11	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ves	Ves	2	4	TT1	Ves_1	262	262.1	1	09_10	5,641427984	0	NA	0	NA	1	NA	continuous	continuous	5,301759204
Ves	Ves	2	4	TT1	Ves_1	262	262.10	10	09_10	4,61164823	0	NA	1	2	1	NA	continuous	continuous	4,783637303
Ves	Ves	2	4	TT1	Ves_1	262	262.11	11	09_10	4,61164823	0	NA	1	1	1	NA	continuous	continuous	4,437504474
Ves	Ves	2	4	TT1	Ves_1	262	262.2	2	09_10	4,437504474	0	NA	0	NA	1	NA	continuous	continuous	5,127615448
Ves	Ves	2	4	TT1	Ves_1	262	262.3	3	09_10	4,437504474	0	NA	0	NA	1	NA	continuous	continuous	4,783637303
Ves	Ves	2	4	TT1	Ves_1	262	262.4	4	09_10	5,127615448	0	NA	0	NA	1	NA	continuous	continuous	4,609493547
Ves	Ves	2	4	TT1	Ves_1	262	262.5	5	09_10	4,697642766	0	NA	0	NA	1	NA	continuous	continuous	4,609493547
Ves	Ves	2	4	TT1	Ves_1	262	262.6	6	09_10	6,159549886	0	NA	0	NA	1	NA	continuous	continuous	6,675517104
Ves	Ves	2	4	TT1	Ves_1	262	262.7	7	09_10	5,297449839	0	NA	0	NA	0	NA	continuous	dead	NA
Ves	Ves	2	4	TT1	Ves_1	262	262.9	9	09_10	5,98540613	0	NA	0	NA	1	NA	continuous	continuous	6,157395203
Ves	Ves	2	4	TT1	Ves_1	262	262.12	12	09_10	4,6116	NA	NA	NA	NA	NA	clonal	NA	continuous	4,78148262
Ves	Ves	2	4	TT1	Ves_1	262	262.13	13	09_10	4,6116	NA	NA	NA	NA	NA	clonal	NA	continuous	3,57755911
Ves	Ves	2	4	TT1	Ves_1	262	262.14	14	09_10	4,6116	NA	NA	NA	NA	NA	clonal	NA	continuous	3,57755911
Ves	Ves	2	4	TT1	Ves_1	262	262.15	15	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ves	Ves	2	4	TT1	Ves_1	262	262.16	16	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ves	Ves	2	4	TT1	Ves_2	267	267.1	1	09_10	5,819881105	0	NA	1	1	1	NA	continuous	continuous	5,469438912
Ves	Ves	2	4	TT1	Ves_2	267	267.2	2	09_10	5,297449839	0	NA	1	2	0	NA	continuous	dead	NA
Ves	Ves	2	4	TT1	Ves_2	267	267.3	3	09_10	5,817726422	0	NA	0	NA	0	NA	continuous	dead	NA
Ves	Ves	2	4	TT1	Ves_2	267	267.4	4	09_10	5,299604521	0	NA	1	2	0	NA	continuous	dead	NA
Ves	Ves	2	4	TT1	Ves_2	267	267.5	5	09_10	4,267670084	0	NA	0	NA	1	NA	continuous	continuous	4,265515402
Ves	Ves	2	4	TT1	Ves_2	267	267.6	6	09_10	4,609493547	0	NA	0	NA	1	NA	continuous	continuous	4,437504474
Ves	Ves	2	4	TT1	Ves_2	267	267.10	10	09_10	5,2974	NA	NA	NA	NA	NA	clonal	NA	continuous	4,609493547
Ves	Ves	2	4	TT1	Ves_2	267	267.11	11	09_10	5,2974	NA	NA	NA	NA	NA	clonal	NA	continuous	5,127615448
Ves	Ves	2	4	TT1	Ves_2	267	267.7	7	09_10	5,8199	NA	NA	NA	NA	NA	clonal	NA	continuous	5,299604521
Ves	Ves	2	4	TT1	Ves_2	267	267.8	8	09_10	5,2996	NA	NA	NA	NA	NA	clonal	NA	continuous	4,437504474
Ves	Ves	2	4	TT1	Ves_2	267	267.9	9	09_10	5,2996	NA	NA	NA	NA	NA	clonal	NA	continuous	4,78148262
Ves	Ves	2	4	TT1	Ves_2	267	267.12	12	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ves	Ves	2	4	TT1	Ves_2	267	267.13	13	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ves	Ves	2	4	TT1	Ves_2	267	267.14	14	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ves	Ves	2	4	TT1	Ves_2	267	267.15	15	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ves	Ves	2	4	TT1	Ves_2	267	267.16	16	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ves	Ves	2	4	TT1	Ves_2	267	267.17	17	09_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ves	Ves	2	4	TT1	Ves_4	276	276.1	1	09_10	3,921537256	0	NA	0	NA	1	NA	continuous	continuous	4,265515402
Ves	Ves	2	4	TT1	Ves_4	276	276.10	10	09_10	4,613802912	0	NA	0	NA	1	NA	continuous	continuous	4,439659157
Ves	Ves	2	4	TT1	Ves_4	276	276.11	11	09_10	4,697642766	0	NA	0	NA	1	NA	continuous	continuous	4,957781058
Ves	Ves	2	4	TT1	Ves_4	276	276.12	12	09_10	4,265515402	0	NA	1	1	1	NA	continuous	continuous	3,749548183
Ves	Ves	2	4	TT1	Ves_4	276	276.13	13	09_10	3,749548183	0	NA	0	NA	1	NA	continuous	continuous	3,921537256
Ves	Ves	2	4	TT1	Ves_4	276	276.14	14	09_10	4,265515402	0	NA	0	NA	1	NA	continuous	continuous	3,921537256
